X,Y,OBJECTID,COMPANY,FACILITY,PERMIT_TYPE,VOC_TONS_YEAR,METHANE_75_VOC,LAT,LON,SHAPE
-103.55021913658,32.4551243801684,1246,COG Operating LLC,COG - Lobo 26 State 1H Battery,6,13.7,10.275,32.455119,-103.55021,
-103.822040222762,32.8278034305797,1247,COG Operating LLC,COG - Puckett 13 Fed Com 35H Battery,6,36.9,27.675,32.827798,-103.822031,
-103.72727016271,32.2239863329039,1248,COG Operating LLC,COG - Canvasback 13 Fed 3H Battery,6,21.9,16.425,32.223981,-103.727261,
-103.587769148487,32.5072633873152,1249,COG Operating LLC,COG - Becknell State Com 1H Battery,6,40.2,30.15,32.507258,-103.58776,
-103.795162204698,32.6440314009426,1250,COG Operating LLC,COG - Lusk Deep Unit A 32H Battery,6,40.6,30.45,32.644026,-103.795153,
-103.723087196836,32.7774244267245,1251,Mack Energy Corporation,Mack - Ringtail Federal No 1,6,16.4,12.3,32.777419,-103.723078,
-104.016120224296,32.1544493082243,1252,XTO Energy Inc,XTO - Golden Child,6,153.889,115.41675,32.154444,-104.016111,
-104.530848371891,32.6446693670727,1253,EOG Resources Inc - Artesia Division,EOG - Dagger Draw Com Battery,6,30.3,22.725,32.644664,-104.530839,
-103.695342152733,32.1805343269254,1254,COG Operating LLC,COG - Corvo Federal 2H Battery,6,33.8,25.35,32.180529,-103.695333,
-104.232321266084,32.0352002784436,1255,COG Operating LLC,COG - Asio Otus Federal 3H Battery,6,24.1,18.075,32.035195,-104.232312,
-103.392678093217,32.340463367733,1256,Devon Energy Production Company LP,Devon Energy - Rock Lake 5-6 Delaware CTB,6,62.5,46.875,32.340458,-103.392669,
-103.922509203224,32.1583383130485,1257,XTO Energy Inc,XTO - Muy Wayno Tank Battery,6,57.2,42.9,32.158333,-103.9225,
-103.702945154533,32.1815443267596,1258,COG Operating LLC,COG - Corvo Federal 4H Battery,6,40.9,30.675,32.181539,-103.702936,
-103.970267219666,32.248458326195,1259,EOG Resources Inc - Artesia Division,EOG - Knoll AOK Federal Battery,6,28.4,21.3,32.248453,-103.970258,
-104.095509286091,32.8423054202273,1260,Apache Corporation,Apache - Jaguar State No3 Tank Battery,2,95,71.25,32.8423,-104.0955,
-103.957883208229,32.108570303027,1261,COG Operating LLC,COG - El Jimador 23 Federal 3H Battery,6,18.2,13.65,32.108565,-103.957874,
-104.120889289459,32.8056054129214,1262,Apache Corporation,Apache - A State 40 Tank Battery,3,95,71.25,32.8056,-104.12088,
-103.749617179722,32.4150023643337,1263,EOG Resources Inc - Artesia Division,EOG - Flora AKF Battery,6,41.615,31.21125,32.414997,-103.749608,
-104.285920360462,33.3049554877562,1264,EOG Resources Inc - Artesia Division,EOG - Grid Iron BLI Battery,6,22.6,16.95,33.30495,-104.285911,
-103.497937123705,32.4412113801692,1265,COG Operating LLC,COG - Merlin State Com 2H Battery,6,37.5,28.125,32.441206,-103.497928,
-103.475728173548,33.2811555228499,1266,EOG Resources Inc - Artesia Division,EOG - Orbison State No 1 and No 2 Battery   ,6,27.8,20.85,33.28115,-103.475719,
-103.733648189007,32.6187553995093,1267,EOG Resources Inc - Artesia Division,EOG - Lusk AHB Federal Battery ,6,54.9,41.175,32.61875,-103.733639,
-104.118919240244,32.0332352831192,1268,COG Operating LLC,COG - Down South State Com 1H Battery ,6,24,18,32.03323,-104.11891,
-103.869698235347,32.8536474326845,1269,Apache Corporation,Apache - Crow Federal Battery,2,78.4,58.8,32.853642,-103.869689,
-104.243656275046,32.1396362955887,1270,Cimarex Energy Co of Colorado,Cimarex - Marquardt 12 Penn Federal 1,6,16.6,12.45,32.139631,-104.243647,
-103.733637176976,32.4294363675024,1271,EOG Resources Inc - Artesia Division,EOG - Lost Tank AIS No 3 and No 8 Battery,6,51.7,38.775,32.429431,-103.733628,
-103.758228182554,32.4287243662679,1272,EOG Resources Inc - Artesia Division,EOG - Lucy ALC State Battery ,6,55.7,41.775,32.428719,-103.758219,
-103.909609243914,32.845305429423,1273,Apache Corporation,Apache - Raven Federal Battery,2,94.9,71.175,32.8453,-103.9096,
-104.059732255983,32.5024523649923,1274,COG Operating LLC,COG - Dump Yard 2 State 2H Battery,6,13.8,10.35,32.502447,-104.059723,
-104.034979250668,32.507462366965,1275,COG Operating LLC,COG Operating - Running Buffalo 1 Fed Battery,6,36,27,32.507457,-104.03497,
-103.822598195427,32.3995553584164,1276,EOG Resources Inc - Artesia Division,EOG - Llama ALL Battery,6,86.6,64.95,32.39955,-103.822589,
-103.485134136033,32.6812444214924,1277,COG Operating LLC,COG - Tomcat Fee 1H Battery,6,17.4,13.05,32.681239,-103.485125,
-104.089970250612,32.3081243309009,1278,EOG Resources Inc - Artesia Division,EOG - Loving AIB State Battery,6,52.7,39.525,32.308119,-104.089961,
-103.784848180732,32.3024553436624,1279,EOG Resources Inc - Artesia Division,EOG - Mendano VA Battery,6,82.7,62.025,32.30245,-103.784839,
-103.797720180979,32.2590943357243,1280,EOG Resources Inc - Artesia Division,EOG - Pauline ALB State Battery,6,44.3,33.225,32.259089,-103.797711,
-104.57097037271,32.5167053439594,1281,EOG Resources Inc - Artesia Division,EOG - Mojave No 2 and No 3 Battery,6,36.22,27.165,32.5167,-104.570961,
-103.507887136623,32.6089164081958,1282,COG Operating LLC,COG - Black Pearl 1 Fed Com 1H Battery,6,40.84,30.63,32.608911,-103.507878,
-103.945828247148,32.7683244148482,1283,EOG Resources Inc - Artesia Division,EOG - Pennzoil MZ Battery,6,20.1,15.075,32.768319,-103.945819,
-103.779078214603,32.8532594368534,1284,COG Operating LLC,COG -Sneed 9 Fed Com 2H Battery,6,25.28,18.96,32.853254,-103.779069,
-103.992648224811,32.2492553253273,1285,EOG Resources Inc - Artesia Division,EOG - Juniper BIP Fed Battery,6,46.442,34.8315,32.24925,-103.992639,
-104.564945372033,32.5273663460092,1286,EOG Resources Inc - Artesia Division,EOG - Preston Federal Battery,6,28.2,21.15,32.527361,-104.564936,
-103.673795160864,32.3909303636782,1287,EOG Resources Inc - Artesia Division,EOG - Kiwi AKX State Battery,6,44.5,33.375,32.390925,-103.673786,
-103.924134247206,32.8449524286851,1288,Burnett Oil Co Inc,Burnett - Jackson A2 Battery,2,41.3,30.975,32.844947,-103.924125,
-107.172788243812,36.3210337961208,1289,Energen Resources,LOGOS Operating LLC - Many Canyons 24-3-8 No 4H,6,43.3,32.475,36.321028,-107.172778,
-107.172788243812,36.3210337961208,1290,"Logos Operating, LLC",LOGOS Operating LLC - Many Canyons 24-3-8 No 4H,6,43.3,32.475,36.321028,-107.172778,
-103.549879151854,32.695997421007,1291,COG Operating LLC,COG - Tres Primos State 1H Battery,6,23.91,17.9325,32.695992,-103.54987,
-103.394648101099,32.4591663878988,1292,EOG Resources Inc - Artesia Division,EOG - Taco AUK State No 3 Battery,6,50.5,37.875,32.459161,-103.394639,
-103.807583205273,32.6087543944285,1293,COG Operating LLC,COG - Nightcap 6 Fed 3H Battery,6,40.86,30.645,32.608749,-103.807574,
-103.814326208891,32.6411123995691,1294,COG Operating LLC,COG - Screwdriver 24 Fed Com 2H Battery,6,40.86,30.645,32.641107,-103.814317,
-104.063510229588,32.0649172909408,1295,COG Operating LLC,COG - SRO State Com 59H Battery,6,26.08,19.56,32.064912,-104.063501,
-104.110769242012,32.0925552935334,1296,COG Operating LLC,COG - Myox 32 Fee 2 Battery,6,17.1,12.825,32.09255,-104.11076,
-104.027634217599,32.0018372818112,1297,COG Operating LLC,COG - Copperhead Fee A 3H Battery ,6,21.6,16.2,32.001832,-104.027625,
-103.596628177427,32.9237864572277,1298,EOG Resources Inc - Artesia Division,EOG - Hot Toddy ABQ State No 1,6,24.1,18.075,32.923781,-103.596619,
-103.757328170957,32.2462663353513,1299,EOG Resources Inc - Artesia Division,EOG - Lily ALY Federal Battery,6,47.1,35.325,32.246261,-103.757319,
-103.729378175782,32.4259363671022,1300,EOG Resources Inc - Artesia Division,EOG - Unocal AHU Federal Battery,6,28.5,21.375,32.425931,-103.729369,
-103.741028165109,32.2119053302345,1301,EOG Resources Inc - Artesia Division,EOG - Petrogulf BJT Federal Battery,6,30,22.5,32.2119,-103.741019,
-103.813895183377,32.2381773314485,1302,EOG Resources Inc - Artesia Division,EOG - Squires ALR Battery,6,32,24,32.238172,-103.813886,
-103.943941205053,32.1085433036404,1303,COG Operating LLC,COG - Cabo Wabo 24 Fed 5H Battery,6,37,27.75,32.108538,-103.943932,
-103.934151201992,32.0949483017639,1304,COG Operating LLC,COG - Cabo Wabo 25 Fed 3H Battery,6,37,27.75,32.094943,-103.934142,
-104.022806251592,32.5653813772554,1305,COG Operating LLC,COG - Crapshoot 13 Fed 1H Battery,6,13.8,10.35,32.565376,-104.022797,
-104.000742250492,32.6265833885446,1306,EOG Resources Inc - Artesia Division,EOG - Antweil ANU Federal Battery,6,50.4,37.8,32.626578,-104.000733,
-103.736887177895,32.4322193678266,1307,EOG Resources Inc - Artesia Division,EOG - Wolf AJA Federal No 21H ,6,23.9,17.925,32.432214,-103.736878,
-104.018790254138,32.6193663865026,1308,EOG Resources Inc - Artesia Division,EOG - Nucleus and Focus Federal Battery,6,44.1,33.075,32.619361,-104.018781,
-103.610323155497,32.5362613912039,1309,EOG Resources Inc - Artesia Division,EOG - Tango BTP State Com No 4H,6,33.8,25.35,32.536256,-103.610314,
-104.270456277367,32.0785162840779,1310,EOG Resources Inc - Artesia Division,EOG - Spunky BUK State Com No 1H,6,23.9,17.925,32.078511,-104.270447,
-104.203648259406,32.0322442792101,1311,EOG Resources Inc - Artesia Division,Chevron -Blast BRA No 2H and 3H Battery,6,73.5,55.125,32.032239,-104.203639,
-104.203648259406,32.0322442792101,1312,Chevron USA Inc,Chevron -Blast BRA No 2H and 3H Battery,6,73.5,55.125,32.032239,-104.203639,
-103.378912086419,32.2819363583419,1313,EOG Resources Inc - Midland Division,EOG - Warrior BRW State No 1H,6,66.3,49.725,32.281931,-103.378903,
-103.378912086419,32.2819363583419,1314,EOG Resources Inc - Artesia Division,EOG - Warrior BRW State No 1H,6,66.3,49.725,32.281931,-103.378903,
-104.111686237803,32.0200992812103,1315,COG Operating LLC,COG -Honey Graham 29 State Com 2H Battery,6,17.6,13.2,32.020094,-104.111677,
-103.489165136147,32.6686024191665,1316,COG Operating LLC,COG - Airstrip 6 Fee Com 1H Battery,6,15.4,11.55,32.668597,-103.489156,
-103.519325132324,32.5000053891946,1317,COG Operating LLC,COG - Bobwhite 12 State Com 3H Battery,6,14.83,11.1225,32.5,-103.519316,
-104.118219239398,32.0219352812337,1318,COG Operating LLC,COG - Down South State Com 5H Battery,6,15.1,11.325,32.02193,-104.11821,
-104.221246263531,32.0344952788137,1319,COG Operating LLC,COG - Screech Owl Fed 4H Battery,6,35.2276,26.4207,32.03449,-104.221237,
-103.446262118782,32.5511334012046,1320,COG Operating LLC,EOG - Mango BRM State No 1H,6,27.1,20.325,32.551128,-103.446253,
-103.446262118782,32.5511334012046,1321,EOG Resources Inc - Artesia Division,EOG - Mango BRM State No 1H,6,27.1,20.325,32.551128,-103.446253,
-103.578890126108,32.1810943321953,1322,EOG Resources Inc - Artesia Division,EOG - Caravan Convoy Battery,6,94.379,70.78425,32.181089,-103.578881,
-103.723990175925,32.4477743710459,1323,EOG Resources Inc - Artesia Division,EOG - Wolf AJA Federal Battery,6,59.1,44.325,32.447769,-103.723981,
-103.514270128485,32.4575663822117,1324,Centennial Resource Development Inc,Centennial - Juice Bud State Com No4H,6,43.4,32.55,32.457561,-103.514261,
-103.514270128485,32.4575663822117,1325,EOG Resources Inc - Artesia Division,Centennial - Juice Bud State Com No4H,6,43.4,32.55,32.457561,-103.514261,
-104.496095365451,32.6664303722969,1326,EOG Resources Inc - Artesia Division,EOG - Aparejo CTB,6,82.16,61.62,32.666425,-104.496086,
-104.140420244307,32.0197942798915,1327,EOG Resources Inc - Artesia Division,EOG - Chamaeleon BIN State Com Battery,6,38.7,29.025,32.019789,-104.140411,
-103.537928135718,32.4861443859955,1328,EOG Resources Inc - Artesia Division,EOG - Cranberry State Battery,6,74,55.5,32.486139,-103.537919,
-104.089970231737,32.001391278992,1329,COG Operating LLC,COG - Graham Nash State Com 6H Battery,6,36.41,27.3075,32.001386,-104.089961,
-103.983728251208,32.6977744012698,1330,EOG Resources Inc - Midland Division,EOG - Benson Deep BDX Federal No.2H,6,29.3,21.975,32.697769,-103.983719,
-103.501123123634,32.4284373778515,1331,COG Operating LLC,COG - Gray Hawk 31 State 1 Battery,6,37.5,28.125,32.428432,-103.501114,
-103.81169920964,32.6620854032207,1332,COG Operating LLC,COG - Crazy Horse Fed 1H Battery ,6,19,14.25,32.66208,-103.81169,
-104.249263273429,32.0925992873971,1333,COG Operating LLC,COG - Craig State 3H Battery ,6,30.3,22.725,32.092594,-104.249254,
-103.524310147963,32.7266834273732,1334,COG Operating LLC,COG - Kingfisher State 1H Battery ,6,32.33,24.2475,32.726678,-103.524301,
-104.021215252955,32.5923363818547,1335,COG Operating LLC,COG - Mossy Fed 1H Battery ,6,23.24,17.43,32.592331,-104.021206,
-104.168423267516,32.2934633248966,1336,Mack Energy Corporation,Matador - Promise Land Fee Tank Battery ,6,15.6,11.7,32.293458,-104.168414,
-104.168423267516,32.2934633248966,1337,Matador Production Company,Matador - Promise Land Fee Tank Battery ,6,15.6,11.7,32.293458,-104.168414,
-104.081614294239,33.0131624493166,1338,Mack Energy Corporation,Mack - Churchill Federal Battery,6,14.5,10.875,33.013157,-104.081605,
-104.067809241086,32.2359943197176,1339,Matador Production Company,Matador - Guitar 10 Facility,3,54.1,40.575,32.235989,-104.0678,
-104.033633221925,32.0505992898311,1340,COG Operating LLC,COG - Brutus 12 Fed 1H Battery,6,37.3,27.975,32.050594,-104.033624,
-104.084551236978,32.1076012972451,1341,COG Operating LLC,COG - Myox 28 State Com 5H Battery,6,36.55,27.4125,32.107596,-104.084542,
-104.069505229102,32.0345622855251,1342,COG Operating LLC,COG - Diamondback 22 State Com 5H Battery,6,35.88,26.91,32.034557,-104.069496,
-103.917928244202,32.8207194249201,1343,Burnett Oil Co Inc,Burnett - Jackson B 6 Battery,3,40,30,32.820714,-103.917919,
-103.749970158932,32.0777693069801,1344,Devon Energy Production Company LP,Devon - Snapping 2 Bone Spring Central Tank Battery,6,37.53,28.1475,32.077764,-103.749961,
-103.263781093153,32.8063634529097,1345,Devon Energy Production Company LP,Devon - Edel- Weisse 28-21 State Com 1H,6,72.15,54.1125,32.806358,-103.263772,
-103.489409104052,32.1560053318733,1346,EOG Resources Inc - Midland Division,EOG - Diamond 5 Fed Com No 6H-8H,2,24.5,18.375,32.156,-103.4894,
-104.023528287578,33.1113054683733,1347,Mack Energy Corporation,Mack - Lear State Tank Battery,6,39.1,29.325,33.1113,-104.023519,
-103.318645099542,32.709544433951,1348,Mack Energy Corporation,Mack - Arkansas State Tank Battery ,6,30.7,23.025,32.709539,-103.318636,
-107.506463310738,36.2596227673028,1349,Enduring Resources LLC,Enduring Resources - Chaco 2306-06B No251,6,81.8,61.35,36.259617,-107.506453,
-107.506463310738,36.2596227673028,1350,WPX Energy Permian LLC,Enduring Resources - Chaco 2306-06B No251,6,81.8,61.35,36.259617,-107.506453,
-104.116538238906,32.0201132809987,1351,COG Operating LLC,COG - Honey Graham 29 State 3H Battery ,6,17.6,13.2,32.020108,-104.116529,
-104.114377240181,32.0491402860165,1352,COG Operating LLC,COG - SRO 43H Battery ,6,39.4,29.55,32.049135,-104.114368,
-107.627929329344,36.1754057480034,1353,Enduring Resources LLC,Enduring Resources - Alamito UT 460/461,6,89.6,67.2,36.1754,-107.627919,
-107.627929329344,36.1754057480034,1354,WPX Energy Permian LLC,Enduring Resources - Alamito UT 460/461,6,89.6,67.2,36.1754,-107.627919,
-107.464499300637,36.2486367682489,1355,Enduring Resources LLC,"Enduring Resources - Haynes Canyon UT 414,415,416,904",6,96.6,72.45,36.248631,-107.464489,
-107.464499300637,36.2486367682489,1356,WPX Energy Permian LLC,"Enduring Resources - Haynes Canyon UT 414,415,416,904",6,96.6,72.45,36.248631,-107.464489,
-103.977592218317,32.1996993176095,1357,OXY USA WTP Limited Partnership,Oxy USA - Cedar Canyon 22 CTB,6,40.7,30.525,32.199694,-103.977583,
-104.124837246181,32.1084682956039,1358,COG Operating LLC,COG - Myox 19 State 3H Battery,6,17.4,13.05,32.108463,-104.124828,
-103.560711141887,32.5010353874889,1359,COG Operating LLC,COG - Corazon 3 Central Battery,6,45.6,34.2,32.50103,-103.560702,
-104.128815245245,32.0784222903398,1360,COG Operating LLC,COG - Myox 6 State Com 3H ,6,15.88,11.91,32.078417,-104.128806,
-103.579592147359,32.5190613896882,1361,COG Operating LLC,COG - Corazon 4 Central Tank,6,75.46,56.595,32.519056,-103.579583,
-103.991012213897,32.0779302963562,1362,COG Operating LLC,COG - Big Papi Fed Com 2H,6,27,20.25,32.077925,-103.991003,
-103.789770216603,32.8464494352121,1363,Mack Energy Corporation,Mack - Pintail Federal Tank Battery,6,78.9,59.175,32.846444,-103.789761,
-103.552582128004,32.3094183552655,1364,Devon Energy Production Company LP,Devon -Taipan 15-10 State Com BS CTB,6,85.65,64.2375,32.309413,-103.552573,
-103.5602261289,32.2956133525699,1365,Devon Energy Production Company LP,Devon - Thistle Unit 22 BS CTB,6,90.93,68.1975,32.295608,-103.560217,
-103.566312130482,32.2986193528097,1366,Devon Energy Production Company LP,Devon - Black Mamba 15 State Com BS CTB,6,87.08,65.31,32.298614,-103.566303,
-103.110120038055,32.4996994076959,1367,Apache Corporation,Apache - Lockhart B-12 Tank Battery,6,22.3,16.725,32.499694,-103.110111,
-103.183962076181,32.8287584604072,1368,Apache Corporation,Apache - Hawk A No 37 Tank Battery,6,19.4,14.55,32.828753,-103.183953,
-103.939537251316,32.8540084294793,1369,EOG Resources Inc - Artesia Division,EOG - Gissler B 3-1 Battery,2,34.59,25.9425,32.854003,-103.939528,
-103.939537251316,32.8540084294793,1370,Burnett Oil Co Inc,EOG - Gissler B 3-1 Battery,2,34.59,25.9425,32.854003,-103.939528,
-107.772454361794,36.1891977413187,1371,Enduring Resources LLC,Enduring Resources - W Lybrook UT 765V,6,79.7,59.775,36.189192,-107.772444,
-107.772454361794,36.1891977413187,1372,WPX Energy Permian LLC,Enduring Resources - W Lybrook UT 765V,6,79.7,59.775,36.189192,-107.772444,
-104.253320277979,32.1517132971958,1373,Cimarex Energy Co of Colorado,Cimarex - Marquardt 1 Fed 15H & 16H Facility,6,37.99,28.4925,32.151708,-104.253311,
-103.517733138883,32.6088944077413,1374,COG Operating LLC,COG - Black Pearl 1 Fed com 3H Battery,6,44.3,33.225,32.608889,-103.517724,
-103.777309199465,32.6261053987433,1375,Apache Corporation,Apache - South Lusk 28 Federal 1 Battery,6,34.7,26.025,32.6261,-103.7773,
-107.922104399928,36.2539117415077,1376,Dugan Production Corp,Dugan - Champ Tank Battery,6,36.3,27.225,36.253906,-107.922094,
-107.826443381269,36.2748747502373,1377,Dugan Production Corp,Dugan - April Surprise 007 Battery,6,40.7,30.525,36.274869,-107.826433,
-103.881673227203,32.6865614041073,1378,COG Operating LLC,COG Operating - Blue Thunder 5 Fed 5H Battery,6,26.2,19.65,32.686556,-103.881664,
-107.523491307989,36.1890387561941,1379,Dugan Production Corp,Dugan - Kenny 001 Battery,6,25.1,18.825,36.189033,-107.523481,
-107.930507402382,36.260963741999,1380,Dugan Production Corp,Dugan - Calgary Battery,6,49.7,37.275,36.260958,-107.930497,
-107.917149400507,36.2717997443362,1381,Dugan Production Corp,Dugan - Mary Lou Tank Battery,6,35.9,26.925,36.271794,-107.917139,
-103.761509195627,32.6226053988792,1382,Apache Corporation,Apache - Lusk 34 1H Federal Battery,6,93.2,69.9,32.6226,-103.7615,
-103.567251133384,32.3417993601236,1383,Devon Energy Production Company LP,Devon - North Thistle 34 State Com BC CTB,6,72.2,54.15,32.341794,-103.567242,
-104.150640257689,32.2002663099751,1384,EOG Resources Inc - Artesia Division,EOG - Perdomo BMP State Com No 1H,6,41.6,31.2,32.200261,-104.150631,
-103.467096108501,32.3112473594077,1385,COG Operating LLC,COG - Gettysburg 16 State Com 4H Battery,6,27.1,20.325,32.311242,-103.467087,
-103.379953078588,32.150703335809,1386,COG Operating LLC,COG - Fez Fee 11H Battery,6,40.11,30.0825,32.150698,-103.379944,
-104.110653239337,32.049163286185,1387,COG Operating LLC,COG - Myox 8 State 3H Battery,6,24.97,18.7275,32.049158,-104.110644,
-104.186528278025,32.3955123412485,1388,COG Operating LLC,COG - CCAP 16 State Com 6H Battery,6,39.35,29.5125,32.395507,-104.186519,
-107.645066348047,36.3391997702998,1389,"Logos Operating, LLC",LOGOS Operating - Crow Mesa 24-08-02 No3H 4H,6,17.68,13.26,36.339194,-107.645056,
-107.645066348047,36.3391997702998,1390,Energen Resources,LOGOS Operating - Crow Mesa 24-08-02 No3H 4H,6,17.68,13.26,36.339194,-107.645056,
-103.637684138724,32.1672493272209,1391,COG Operating LLC,COG - Gadwall Fed 5H Battery,6,35.9,26.925,32.167244,-103.637675,
-103.712419157532,32.1950753286434,1392,COG Operating LLC,COG - King Tut Fed 3H Battery,6,32.8,24.6,32.19507,-103.71241,
-103.487009140261,32.7401054313649,1393,COG Operating LLC,COG - Condor State 1H & 2H Battery,6,20.5,15.375,32.7401,-103.487,
-103.961709216762,32.2330383239671,1394,Devon Energy Production Company LP,Devon - New Potato 11-14 BS Battery,6,67.5,50.625,32.233033,-103.9617,
-103.960184216495,32.234341324256,1395,Devon Energy Production Company LP,Devon - New Potato 11-2 BS Battery,6,67.5,50.625,32.234336,-103.960175,
-104.249390276136,32.1362382947598,1396,Cimarex Energy Co of Colorado,"Cimarex - Federal 13 Com 7H, 8H, 9H & 10H",6,98.67,74.0025,32.136233,-104.249381,
-103.797231215998,32.8111164289368,1397,Mack Energy Corporation,Mack - Brook Federal Tank Battery,6,14.8,11.1,32.811111,-103.797222,
-103.486295099539,32.0937553213457,1398,EOG Resources Inc - Midland Division,"EOG - Condor 32 State No701H, 702H, & 703H",3,13.5,10.125,32.09375,-103.486286,
-104.022291216304,32.0005142818214,1399,COG Operating LLC,COG - Ridge Nose 31 Fed Com 1H Battery,6,37.2,27.9,32.000509,-104.022282,
-103.485112123687,32.4876393886466,1400,COG Operating LLC,COG - Osprey 20 State Com 1H Battery,6,41.5,31.125,32.487634,-103.485103,
-103.659903137509,32.0640723086124,1401,COG Operating LLC,COG - Bufflehead 10 Fed 1H Battery,6,31,23.25,32.064067,-103.659894,
-103.705940180256,32.5810913944206,1402,Devon Energy Production Company LP,Devon - Rusty Anchor 7 Fed Com 2H ,6,74.8,56.1,32.581086,-103.705931,
-103.706656150652,32.1043243134253,1403,Devon Energy Production Company LP,Devon - Cotton Draw Unit 29-30 Bone Spring CTB,6,99.51,74.6325,32.104319,-103.706647,
-103.933859248485,32.8306054258308,1404,Burnett Oil Co Inc,Burnett - Stevens A Battery,3,40.9,30.675,32.8306,-103.93385,
-103.503217130247,32.5256083942753,1405,COG Operating LLC,COG - Stratojet 31 State Com 8H Battery,6,39.81,29.8575,32.525603,-103.503208,
-103.494701128151,32.5233943942868,1406,COG Operating LLC,COG - Stratojet 31 State Com 6H Battery,6,39.81,29.8575,32.523389,-103.494692,
-103.175745073283,32.813380458177,1407,Devon Energy Production Company LP,Devon - Schankbeir 20 1H,6,74.8,56.1,32.813375,-103.175736,
-103.69641715475,32.2093163317818,1408,Devon Energy Production Company LP,Devon - Rebel 20 Central Tank Battery ,6,96.38,72.285,32.209311,-103.696408,
-103.741398156231,32.0655613052747,1409,Devon Energy Production Company LP,Devon - Snapping 2 State 14H,6,32.26,24.195,32.065556,-103.741389,
-104.236419270527,32.0927492879925,1410,COG Operating LLC,COG - Jack Fed 2H Battery,6,36,27,32.092744,-104.23641,
-104.228209268685,32.0930452884069,1411,COG Operating LLC,COG - Jack Fed 4H Battery,6,36.5,27.375,32.09304,-104.2282,
-103.487829097301,32.0510953139611,1412,COG Operating LLC,COG Operating - Gunner 8 Fed 5H Battery ,6,27.7,20.775,32.05109,-103.48782,
-103.414328081323,32.0658613197271,1413,Devon Energy Production Company LP,Devon - Billiken Fed Delaware Central Tank Battery,6,70.12,52.59,32.065856,-103.414319,
-103.813299215117,32.7411354164397,1414,SM Energy,Colgate Energy - Conoco Federal Tank Battery,6,22,16.5,32.74113,-103.81329,
-103.813299215117,32.7411354164397,1415,St Mary Land and Exploration Company,Colgate Energy - Conoco Federal Tank Battery,6,22,16.5,32.74113,-103.81329,
-103.813299215117,32.7411354164397,1416,Colgate Energy,Colgate Energy - Conoco Federal Tank Battery,6,22,16.5,32.74113,-103.81329,
-104.090377238274,32.107155296911,1417,COG Operating LLC,COG - Myox 28 State Com 4H Battery,6,26.8,20.1,32.10715,-104.090368,
-103.674453148827,32.1947273302738,1418,XTO Energy Inc,XTO - Cazador-Outrider CTB,6,92.4,69.3,32.194722,-103.674444,
-107.69316834892,36.2355227526631,1419,Enduring Resources LLC,"Enduring Resources - W Lybrook UT 701,702",6,25.5,19.125,36.235517,-107.693158,
-107.69316834892,36.2355227526631,1420,WPX Energy Permian LLC,"Enduring Resources - W Lybrook UT 701,702",6,25.5,19.125,36.235517,-107.693158,
-104.205197301917,32.7027803918444,1421,COG Operating LLC,COG - Man State 2H Battery,6,24.3,18.225,32.702775,-104.205188,
-103.55805313844,32.4561073799805,1422,COG Operating LLC,COG - Pygmy 27 State 3H Battery,6,45.9,34.425,32.456102,-103.558044,
-103.560757141836,32.500064387322,1423,COG Operating LLC,COG - Corazon 10 CTB ,6,75.5,56.625,32.500059,-103.560748,
-107.488721293957,36.1173477479993,1424,Enduring Resources LLC,Enduring Resources - S Escavada UT No361/362,6,89.6,67.2,36.117342,-107.488711,
-107.488721293957,36.1173477479993,1425,WPX Energy Permian LLC,Enduring Resources - S Escavada UT No361/362,6,89.6,67.2,36.117342,-107.488711,
-103.669937180634,32.7153024187262,1426,Devon Energy Production Company LP,Devon - Redstart 28 Fed Com 1H,6,85.6,64.2,32.715297,-103.669928,
-104.326009305985,32.3373383251615,1427,Resources Rock Services LLC,Chisholm - Ocotillo 6 State No1,6,27.3,20.475,32.337333,-104.326,
-104.326009305985,32.3373383251615,1428,Devon Energy Production Company LP,Chisholm - Ocotillo 6 State No1,6,27.3,20.475,32.337333,-104.326,
-104.326009305985,32.3373383251615,1429,Chisholm Energy Operating LLC,Chisholm - Ocotillo 6 State No1,6,27.3,20.475,32.337333,-104.326,
-104.065906278688,32.8321824199239,1430,COG Operating LLC,COG - Cadillac State 4 Battery ,6,48,36,32.832177,-104.065897,
-103.518767107847,32.1078723223324,1431,COG Operating LLC,COG - Dominator 25 Fed 1H Battery,6,26.3,19.725,32.107867,-103.518758,
-103.885040233691,32.7747224187466,1432,Cimarex Energy Co of Colorado,"Cimarex - Federal 1, 2, 3 ,4 ,9 Battery",6,17.3,12.975,32.774717,-103.885031,
-104.000650255852,32.7099394025245,1433,COG Operating LLC,COG - CTA State Com 3H Battery,6,36.1,27.075,32.709934,-104.000641,
-104.046799223132,32.0212352842635,1434,COG Operating LLC,COG - Cottonmouth 24 Fed Com 1H Battery,6,26.4,19.8,32.02123,-104.04679,
-103.62337514085,32.2549453428142,1435,COG Operating LLC,COG - Queso State 3H Battery,6,24.9,18.675,32.25494,-103.623366,
-103.985269251539,32.6974574011453,1436,COG Operating LLC,COG - CTA State Com 6H Battery,6,36.1,27.075,32.697452,-103.98526,
-103.638426135283,32.1082273171078,1437,EOG Resources Inc - Midland Division,EOG - Fearless BSF Federal Com No2H,2,34,25.5,32.108222,-103.638417,
-103.638426135283,32.1082273171078,1438,EOG Resources Inc - Artesia Division,EOG - Fearless BSF Federal Com No2H,2,34,25.5,32.108222,-103.638417,
